case,attestation_enabled,xfrm_mode,case_order,runs,warmup_runs,ok,failed,avg_ms,median_ms,min_ms,max_ms,p95_ms,p99_ms
history_bound,1,apply,history-first,50,3,50,0,33.444,30.299,20.608,115.044,55.505,88.141
