case,attestation_enabled,pep_state_persistence,case_order,runs,warmup_runs,ok,failed,avg_ms,median_ms,min_ms,max_ms,p95_ms,p99_ms
baseline,0,disabled,history-first,1000,20,1000,0,0.990,0.911,0.749,9.461,1.346,2.014
